id,week,trip,price.0,price.KB,price.KR,price.MB,choice
1,96,1,0,1.43,1.43,1.43,0
2,14,1,0,1.43,1.43,1.65,0
2,25,2,0,1.43,1.43,1.65,0
2,26,3,0,1.43,1.43,1.65,0
2,31,4,0,1.43,0.88,1.65,KB
2,89,5,0,1.43,1.43,1.32,KB
2,94,6,0,0.9,0.89,1.43,KR
2,96,7,0,1.43,1.43,1.43,0
2,114,8,0,1.43,1.43,1.34,MB
2,126,9,0,1.43,1.43,1.26,MB
2,146,10,0,1.47,1.43,1.33,KR
3,1,1,0,1.43,0.89,1.21,KR
3,2,2,0,1.43,1.43,1.61,KR
3,4,3,0,1.43,1.28,1.61,KR
3,5,4,0,1.43,0.9,1.61,KR
3,15,5,0,1.43,1.43,1.65,KR
3,18,6,0,0.88,0.88,1.25,KB
3,23,7,0,1.43,1.43,1.65,KR
3,30,8,0,1.43,1.28,1.65,KR
3,31,9,0,1.43,0.88,1.65,KR
3,44,10,0,1.28,1.43,99,KR
3,45,11,0,0.89,1.43,99,KB
3,84,12,0,1.43,1.43,1.43,KR
3,97,13,0,1.43,1.43,1.43,0
